issue number,date,number,place1,place2,place3,day of week,year,month,day,,,,,,,,,,,,,,,
3114,2011/5/16,705,7,0,5,Monday,2011,5,16,,,,,,,,,,,,,,,
3115,2011/5/17,310,3,1,0,Tuesday,2011,5,17,,,,,,,,,,,,,,,
3116,2011/5/18,74,0,7,4,Wednesday,2011,5,18,,,,,,,,,,,,,,,
3117,2011/5/19,674,6,7,4,Thursday,2011,5,19,,,,,,,,,,,,,,,
3118,2011/5/20,966,9,6,6,Friday,2011,5,20,,,,,,,,,,,,,,,
3119,2011/5/23,995,9,9,5,Monday,2011,5,23,,,,,,,,,,,,,,,
3120,2011/5/24,362,3,6,2,Tuesday,2011,5,24,,,,,,,,,,,,,,,
3121,2011/5/25,655,6,5,5,Wednesday,2011,5,25,,,,,,,,,,,,,,,
3122,2011/5/26,199,1,9,9,Thursday,2011,5,26,,,,,,,,,,,,,,,
3123,2011/5/27,359,3,5,9,Friday,2011,5,27,,,,,,,,,,,,,,,
3124,2011/5/30,91,0,9,1,Monday,2011,5,30,,,,,,,,,,,,,,,
3125,2011/5/31,253,2,5,3,Tuesday,2011,5,31,,,,,,,,,,,,,,,
3126,2011/6/1,82,0,8,2,Wednesday,2011,6,1,,,,,,,,,,,,,,,
3127,2011/6/2,168,1,6,8,Thursday,2011,6,2,,,,,,,,,,,,,,,
3128,2011/6/3,719,7,1,9,Friday,2011,6,3,,,,,,,,,,,,,,,
3129,2011/6/6,580,5,8,0,Monday,2011,6,6,,,,,,,,,,,,,,,
3130,2011/6/7,998,9,9,8,Tuesday,2011,6,7,,,,,,,,,,,,,,,
3131,2011/6/8,910,9,1,0,Wednesday,2011,6,8,,,,,,,,,,,,,,,
3132,2011/6/9,600,6,0,0,Thursday,2011,6,9,,,,,,,,,,,,,,,
3133,2011/6/10,922,9,2,2,Friday,2011,6,10,,,,,,,,,,,,,,,
3134,2011/6/13,201,2,0,1,Monday,2011,6,13,,,,,,,,,,,,,,,
3135,2011/6/14,655,6,5,5,Tuesday,2011,6,14,,,,,,,,,,,,,,,
3136,2011/6/15,944,9,4,4,Wednesday,2011,6,15,,,,,,,,,,,,,,,
3137,2011/6/16,397,3,9,7,Thursday,2011,6,16,,,,,,,,,,,,,,,
3138,2011/6/17,5,0,0,5,Friday,2011,6,17,,,,,,,,,,,,,,,
3139,2011/6/20,714,7,1,4,Monday,2011,6,20,,,,,,,,,,,,,,,
3140,2011/6/21,643,6,4,3,Tuesday,2011,6,21,,,,,,,,,,,,,,,
3141,2011/6/22,324,3,2,4,Wednesday,2011,6,22,,,,,,,,,,,,,,,
3142,2011/6/23,845,8,4,5,Thursday,2011,6,23,,,,,,,,,,,,,,,
3143,2011/6/24,997,9,9,7,Friday,2011,6,24,,,,,,,,,,,,,,,
3144,2011/6/27,674,6,7,4,Monday,2011,6,27,,,,,,,,,,,,,,,
3145,2011/6/28,734,7,3,4,Tuesday,2011,6,28,,,,,,,,,,,,,,,
3146,2011/6/29,210,2,1,0,Wednesday,2011,6,29,,,,,,,,,,,,,,,
3147,2011/6/30,825,8,2,5,Thursday,2011,6,30,,,,,,,,,,,,,,,
3148,2011/7/1,872,8,7,2,Friday,2011,7,1,,,,,,,,,,,,,,,
3149,2011/7/4,140,1,4,0,Monday,2011,7,4,,,,,,,,,,,,,,,
3150,2011/7/5,833,8,3,3,Tuesday,2011,7,5,,,,,,,,,,,,,,,
3151,2011/7/6,408,4,0,8,Wednesday,2011,7,6,,,,,,,,,,,,,,,
3152,2011/7/7,594,5,9,4,Thursday,2011,7,7,,,,,,,,,,,,,,,
3153,2011/7/8,827,8,2,7,Friday,2011,7,8,,,,,,,,,,,,,,,
3154,2011/7/11,161,1,6,1,Monday,2011,7,11,,,,,,,,,,,,,,,
3155,2011/7/12,747,7,4,7,Tuesday,2011,7,12,,,,,,,,,,,,,,,
3156,2011/7/13,366,3,6,6,Wednesday,2011,7,13,,,,,,,,,,,,,,,
3157,2011/7/14,973,9,7,3,Thursday,2011,7,14,,,,,,,,,,,,,,,
3158,2011/7/15,291,2,9,1,Friday,2011,7,15,,,,,,,,,,,,,,,
3159,2011/7/18,988,9,8,8,Monday,2011,7,18,,,,,,,,,,,,,,,
3160,2011/7/19,194,1,9,4,Tuesday,2011,7,19,,,,,,,,,,,,,,,
3161,2011/7/20,319,3,1,9,Wednesday,2011,7,20,,,,,,,,,,,,,,,
3162,2011/7/21,534,5,3,4,Thursday,2011,7,21,,,,,,,,,,,,,,,
3163,2011/7/22,571,5,7,1,Friday,2011,7,22,,,,,,,,,,,,,,,
3164,2011/7/25,420,4,2,0,Monday,2011,7,25,,,,,,,,,,,,,,,
3165,2011/7/26,954,9,5,4,Tuesday,2011,7,26,,,,,,,,,,,,,,,
3166,2011/7/27,706,7,0,6,Wednesday,2011,7,27,,,,,,,,,,,,,,,
3167,2011/7/28,759,7,5,9,Thursday,2011,7,28,,,,,,,,,,,,,,,
3168,2011/7/29,622,6,2,2,Friday,2011,7,29,,,,,,,,,,,,,,,
3169,2011/8/1,983,9,8,3,Monday,2011,8,1,,,,,,,,,,,,,,,
3170,2011/8/2,6,0,0,6,Tuesday,2011,8,2,,,,,,,,,,,,,,,
3171,2011/8/3,981,9,8,1,Wednesday,2011,8,3,,,,,,,,,,,,,,,
3172,2011/8/4,815,8,1,5,Thursday,2011,8,4,,,,,,,,,,,,,,,
3173,2011/8/5,811,8,1,1,Friday,2011,8,5,,,,,,,,,,,,,,,
3174,2011/8/8,449,4,4,9,Monday,2011,8,8,,,,,,,,,,,,,,,
3175,2011/8/9,676,6,7,6,Tuesday,2011,8,9,,,,,,,,,,,,,,,
3176,2011/8/10,662,6,6,2,Wednesday,2011,8,10,,,,,,,,,,,,,,,
3177,2011/8/11,376,3,7,6,Thursday,2011,8,11,,,,,,,,,,,,,,,
3178,2011/8/12,767,7,6,7,Friday,2011,8,12,,,,,,,,,,,,,,,
3179,2011/8/15,391,3,9,1,Monday,2011,8,15,,,,,,,,,,,,,,,
3180,2011/8/16,293,2,9,3,Tuesday,2011,8,16,,,,,,,,,,,,,,,
3181,2011/8/17,220,2,2,0,Wednesday,2011,8,17,,,,,,,,,,,,,,,
3182,2011/8/18,393,3,9,3,Thursday,2011,8,18,,,,,,,,,,,,,,,
3183,2011/8/19,508,5,0,8,Friday,2011,8,19,,,,,,,,,,,,,,,
3184,2011/8/22,142,1,4,2,Monday,2011,8,22,,,,,,,,,,,,,,,
3185,2011/8/23,183,1,8,3,Tuesday,2011,8,23,,,,,,,,,,,,,,,
3186,2011/8/24,863,8,6,3,Wednesday,2011,8,24,,,,,,,,,,,,,,,
3187,2011/8/25,267,2,6,7,Thursday,2011,8,25,,,,,,,,,,,,,,,
3188,2011/8/26,703,7,0,3,Friday,2011,8,26,,,,,,,,,,,,,,,
3189,2011/8/29,922,9,2,2,Monday,2011,8,29,,,,,,,,,,,,,,,
3190,2011/8/30,891,8,9,1,Tuesday,2011,8,30,,,,,,,,,,,,,,,
3191,2011/8/31,725,7,2,5,Wednesday,2011,8,31,,,,,,,,,,,,,,,
3192,2011/9/1,469,4,6,9,Thursday,2011,9,1,,,,,,,,,,,,,,,
3193,2011/9/2,674,6,7,4,Friday,2011,9,2,,,,,,,,,,,,,,,
3194,2011/9/5,262,2,6,2,Monday,2011,9,5,,,,,,,,,,,,,,,
3195,2011/9/6,464,4,6,4,Tuesday,2011,9,6,,,,,,,,,,,,,,,
3196,2011/9/7,854,8,5,4,Wednesday,2011,9,7,,,,,,,,,,,,,,,
3197,2011/9/8,401,4,0,1,Thursday,2011,9,8,,,,,,,,,,,,,,,
3198,2011/9/9,7,0,0,7,Friday,2011,9,9,,,,,,,,,,,,,,,
3199,2011/9/12,425,4,2,5,Monday,2011,9,12,,,,,,,,,,,,,,,
3200,2011/9/13,705,7,0,5,Tuesday,2011,9,13,,,,,,,,,,,,,,,
3201,2011/9/14,286,2,8,6,Wednesday,2011,9,14,,,,,,,,,,,,,,,
3202,2011/9/15,606,6,0,6,Thursday,2011,9,15,,,,,,,,,,,,,,,
3203,2011/9/16,966,9,6,6,Friday,2011,9,16,,,,,,,,,,,,,,,
3204,2011/9/19,203,2,0,3,Monday,2011,9,19,,,,,,,,,,,,,,,
3205,2011/9/20,316,3,1,6,Tuesday,2011,9,20,,,,,,,,,,,,,,,
3206,2011/9/21,874,8,7,4,Wednesday,2011,9,21,,,,,,,,,,,,,,,
3207,2011/9/22,251,2,5,1,Thursday,2011,9,22,,,,,,,,,,,,,,,
3208,2011/9/23,703,7,0,3,Friday,2011,9,23,,,,,,,,,,,,,,,
3209,2011/9/26,180,1,8,0,Monday,2011,9,26,,,,,,,,,,,,,,,
3210,2011/9/27,679,6,7,9,Tuesday,2011,9,27,,,,,,,,,,,,,,,
3211,2011/9/28,232,2,3,2,Wednesday,2011,9,28,,,,,,,,,,,,,,,
3212,2011/9/29,404,4,0,4,Thursday,2011,9,29,,,,,,,,,,,,,,,
3213,2011/9/30,978,9,7,8,Friday,2011,9,30,,,,,,,,,,,,,,,
3214,2011/10/3,418,4,1,8,Monday,2011,10,3,,,,,,,,,,,,,,,
3215,2011/10/4,854,8,5,4,Tuesday,2011,10,4,,,,,,,,,,,,,,,
3216,2011/10/5,256,2,5,6,Wednesday,2011,10,5,,,,,,,,,,,,,,,
3217,2011/10/6,47,0,4,7,Thursday,2011,10,6,,,,,,,,,,,,,,,
3218,2011/10/7,208,2,0,8,Friday,2011,10,7,,,,,,,,,,,,,,,
3219,2011/10/10,393,3,9,3,Monday,2011,10,10,,,,,,,,,,,,,,,
3220,2011/10/11,644,6,4,4,Tuesday,2011,10,11,,,,,,,,,,,,,,,
3221,2011/10/12,353,3,5,3,Wednesday,2011,10,12,,,,,,,,,,,,,,,
3222,2011/10/13,589,5,8,9,Thursday,2011,10,13,,,,,,,,,,,,,,,
3223,2011/10/14,680,6,8,0,Friday,2011,10,14,,,,,,,,,,,,,,,
3224,2011/10/17,957,9,5,7,Monday,2011,10,17,,,,,,,,,,,,,,,
3225,2011/10/18,82,0,8,2,Tuesday,2011,10,18,,,,,,,,,,,,,,,
3226,2011/10/19,237,2,3,7,Wednesday,2011,10,19,,,,,,,,,,,,,,,
3227,2011/10/20,87,0,8,7,Thursday,2011,10,20,,,,,,,,,,,,,,,
3228,2011/10/21,859,8,5,9,Friday,2011,10,21,,,,,,,,,,,,,,,
3229,2011/10/24,369,3,6,9,Monday,2011,10,24,,,,,,,,,,,,,,,
3230,2011/10/25,760,7,6,0,Tuesday,2011,10,25,,,,,,,,,,,,,,,
3231,2011/10/26,877,8,7,7,Wednesday,2011,10,26,,,,,,,,,,,,,,,
3232,2011/10/27,856,8,5,6,Thursday,2011,10,27,,,,,,,,,,,,,,,
3233,2011/10/28,677,6,7,7,Friday,2011,10,28,,,,,,,,,,,,,,,
3234,2011/10/31,488,4,8,8,Monday,2011,10,31,,,,,,,,,,,,,,,
3235,2011/11/1,740,7,4,0,Tuesday,2011,11,1,,,,,,,,,,,,,,,
3236,2011/11/2,569,5,6,9,Wednesday,2011,11,2,,,,,,,,,,,,,,,
3237,2011/11/3,750,7,5,0,Thursday,2011,11,3,,,,,,,,,,,,,,,
3238,2011/11/4,218,2,1,8,Friday,2011,11,4,,,,,,,,,,,,,,,
3239,2011/11/7,770,7,7,0,Monday,2011,11,7,,,,,,,,,,,,,,,
3240,2011/11/8,711,7,1,1,Tuesday,2011,11,8,,,,,,,,,,,,,,,
3241,2011/11/9,252,2,5,2,Wednesday,2011,11,9,,,,,,,,,,,,,,,
3242,2011/11/10,901,9,0,1,Thursday,2011,11,10,,,,,,,,,,,,,,,
3243,2011/11/11,798,7,9,8,Friday,2011,11,11,,,,,,,,,,,,,,,
3244,2011/11/14,124,1,2,4,Monday,2011,11,14,,,,,,,,,,,,,,,
3245,2011/11/15,103,1,0,3,Tuesday,2011,11,15,,,,,,,,,,,,,,,
3246,2011/11/16,213,2,1,3,Wednesday,2011,11,16,,,,,,,,,,,,,,,
3247,2011/11/17,660,6,6,0,Thursday,2011,11,17,,,,,,,,,,,,,,,
3248,2011/11/18,875,8,7,5,Friday,2011,11,18,,,,,,,,,,,,,,,
3249,2011/11/21,984,9,8,4,Monday,2011,11,21,,,,,,,,,,,,,,,
3250,2011/11/22,835,8,3,5,Tuesday,2011,11,22,,,,,,,,,,,,,,,
3251,2011/11/23,347,3,4,7,Wednesday,2011,11,23,,,,,,,,,,,,,,,
3252,2011/11/24,642,6,4,2,Thursday,2011,11,24,,,,,,,,,,,,,,,
3253,2011/11/25,90,0,9,0,Friday,2011,11,25,,,,,,,,,,,,,,,
3254,2011/11/28,180,1,8,0,Monday,2011,11,28,,,,,,,,,,,,,,,
3255,2011/11/29,861,8,6,1,Tuesday,2011,11,29,,,,,,,,,,,,,,,
3256,2011/11/30,267,2,6,7,Wednesday,2011,11,30,,,,,,,,,,,,,,,
3257,2011/12/1,300,3,0,0,Thursday,2011,12,1,,,,,,,,,,,,,,,
3258,2011/12/2,883,8,8,3,Friday,2011,12,2,,,,,,,,,,,,,,,
3259,2011/12/5,48,0,4,8,Monday,2011,12,5,,,,,,,,,,,,,,,
3260,2011/12/6,603,6,0,3,Tuesday,2011,12,6,,,,,,,,,,,,,,,
3261,2011/12/7,318,3,1,8,Wednesday,2011,12,7,,,,,,,,,,,,,,,
3262,2011/12/8,174,1,7,4,Thursday,2011,12,8,,,,,,,,,,,,,,,
3263,2011/12/9,166,1,6,6,Friday,2011,12,9,,,,,,,,,,,,,,,
3264,2011/12/12,188,1,8,8,Monday,2011,12,12,,,,,,,,,,,,,,,
3265,2011/12/13,317,3,1,7,Tuesday,2011,12,13,,,,,,,,,,,,,,,
3266,2011/12/14,29,0,2,9,Wednesday,2011,12,14,,,,,,,,,,,,,,,
3267,2011/12/15,409,4,0,9,Thursday,2011,12,15,,,,,,,,,,,,,,,
3268,2011/12/16,591,5,9,1,Friday,2011,12,16,,,,,,,,,,,,,,,
3269,2011/12/19,526,5,2,6,Monday,2011,12,19,,,,,,,,,,,,,,,
3270,2011/12/20,853,8,5,3,Tuesday,2011,12,20,,,,,,,,,,,,,,,
3271,2011/12/21,198,1,9,8,Wednesday,2011,12,21,,,,,,,,,,,,,,,
3272,2011/12/22,45,0,4,5,Thursday,2011,12,22,,,,,,,,,,,,,,,
3273,2011/12/23,427,4,2,7,Friday,2011,12,23,,,,,,,,,,,,,,,
3274,2011/12/26,29,0,2,9,Monday,2011,12,26,,,,,,,,,,,,,,,
3275,2011/12/27,941,9,4,1,Tuesday,2011,12,27,,,,,,,,,,,,,,,
3276,2011/12/28,228,2,2,8,Wednesday,2011,12,28,,,,,,,,,,,,,,,
3277,2011/12/29,389,3,8,9,Thursday,2011,12,29,,,,,,,,,,,,,,,
3278,2011/12/30,786,7,8,6,Friday,2011,12,30,,,,,,,,,,,,,,,
3279,2012/1/4,416,4,1,6,Wednesday,2012,1,4,,,,,,,,,,,,,,,
3280,2012/1/5,447,4,4,7,Thursday,2012,1,5,,,,,,,,,,,,,,,
3281,2012/1/6,458,4,5,8,Friday,2012,1,6,,,,,,,,,,,,,,,
3282,2012/1/9,965,9,6,5,Monday,2012,1,9,,,,,,,,,,,,,,,
3283,2012/1/10,813,8,1,3,Tuesday,2012,1,10,,,,,,,,,,,,,,,
3284,2012/1/11,861,8,6,1,Wednesday,2012,1,11,,,,,,,,,,,,,,,
3285,2012/1/12,552,5,5,2,Thursday,2012,1,12,,,,,,,,,,,,,,,
3286,2012/1/13,910,9,1,0,Friday,2012,1,13,,,,,,,,,,,,,,,
3287,2012/1/16,674,6,7,4,Monday,2012,1,16,,,,,,,,,,,,,,,
3288,2012/1/17,398,3,9,8,Tuesday,2012,1,17,,,,,,,,,,,,,,,
3289,2012/1/18,93,0,9,3,Wednesday,2012,1,18,,,,,,,,,,,,,,,
3290,2012/1/19,251,2,5,1,Thursday,2012,1,19,,,,,,,,,,,,,,,
3291,2012/1/20,556,5,5,6,Friday,2012,1,20,,,,,,,,,,,,,,,
3292,2012/1/23,707,7,0,7,Monday,2012,1,23,,,,,,,,,,,,,,,
3293,2012/1/24,478,4,7,8,Tuesday,2012,1,24,,,,,,,,,,,,,,,
3294,2012/1/25,17,0,1,7,Wednesday,2012,1,25,,,,,,,,,,,,,,,
3295,2012/1/26,233,2,3,3,Thursday,2012,1,26,,,,,,,,,,,,,,,
3296,2012/1/27,79,0,7,9,Friday,2012,1,27,,,,,,,,,,,,,,,
3297,2012/1/30,181,1,8,1,Monday,2012,1,30,,,,,,,,,,,,,,,
3298,2012/1/31,718,7,1,8,Tuesday,2012,1,31,,,,,,,,,,,,,,,
3299,2012/2/1,76,0,7,6,Wednesday,2012,2,1,,,,,,,,,,,,,,,
3300,2012/2/2,782,7,8,2,Thursday,2012,2,2,,,,,,,,,,,,,,,
3301,2011/4/27,66,0,6,6,Wednesday,2011,4,27,,,,,,,,,,,,,,,
3302,2011/4/28,24,0,2,4,Thursday,2011,4,28,,,,,,,,,,,,,,,
3303,2011/4/29,355,3,5,5,Friday,2011,4,29,,,,,,,,,,,,,,,
3304,2011/5/2,606,6,0,6,Monday,2011,5,2,,,,,,,,,,,,,,,
3305,2011/5/3,192,1,9,2,Tuesday,2011,5,3,,,,,,,,,,,,,,,
3306,2011/5/4,807,8,0,7,Wednesday,2011,5,4,,,,,,,,,,,,,,,
3307,2011/5/5,586,5,8,6,Thursday,2011,5,5,,,,,,,,,,,,,,,
3308,2011/5/6,500,5,0,0,Friday,2011,5,6,,,,,,,,,,,,,,,
3309,2011/5/9,869,8,6,9,Monday,2011,5,9,,,,,,,,,,,,,,,
3310,2011/5/10,447,4,4,7,Tuesday,2011,5,10,,,,,,,,,,,,,,,
3311,2011/5/11,671,6,7,1,Wednesday,2011,5,11,,,,,,,,,,,,,,,
3312,2011/5/12,514,5,1,4,Thursday,2011,5,12,,,,,,,,,,,,,,,
3313,2011/5/13,574,5,7,4,Friday,2011,5,13,,,,,,,,,,,,,,,
3314,2011/5/16,705,7,0,5,Monday,2011,5,16,,,,,,,,,,,,,,,
3315,2011/5/17,310,3,1,0,Tuesday,2011,5,17,,,,,,,,,,,,,,,
3316,2011/5/18,74,0,7,4,Wednesday,2011,5,18,,,,,,,,,,,,,,,
3317,2011/5/19,674,6,7,4,Thursday,2011,5,19,,,,,,,,,,,,,,,
3318,2011/5/20,966,9,6,6,Friday,2011,5,20,,,,,,,,,,,,,,,
3319,2011/5/23,995,9,9,5,Monday,2011,5,23,,,,,,,,,,,,,,,
3320,2011/5/24,362,3,6,2,Tuesday,2011,5,24,,,,,,,,,,,,,,,
3321,2012/3/2,7,0,0,7,Friday,2012,3,2,,,,,,,,,,,,,,,
3322,2012/3/5,976,9,7,6,Monday,2012,3,5,,,,,,,,,,,,,,,
3323,2012/3/6,833,8,3,3,Tuesday,2012,3,6,,,,,,,,,,,,,,,
3324,2012/3/7,17,0,1,7,Wednesday,2012,3,7,,,,,,,,,,,,,,,
3325,2012/3/8,940,9,4,0,Thursday,2012,3,8,,,,,,,,,,,,,,,
3326,2012/3/9,422,4,2,2,Friday,2012,3,9,,,,,,,,,,,,,,,
3327,2012/3/12,771,7,7,1,Monday,2012,3,12,,,,,,,,,,,,,,,
3328,2012/3/13,300,3,0,0,Tuesday,2012,3,13,,,,,,,,,,,,,,,
3329,2012/3/14,906,9,0,6,Wednesday,2012,3,14,,,,,,,,,,,,,,,
3330,2012/3/15,552,5,5,2,Thursday,2012,3,15,,,,,,,,,,,,,,,
3331,2012/3/16,136,1,3,6,Friday,2012,3,16,,,,,,,,,,,,,,,
3332,2012/3/19,160,1,6,0,Monday,2012,3,19,,,,,,,,,,,,,,,
3333,2012/3/20,800,8,0,0,Tuesday,2012,3,20,,,,,,,,,,,,,,,
3334,2012/3/21,241,2,4,1,Wednesday,2012,3,21,,,,,,,,,,,,,,,
3335,2012/3/22,158,1,5,8,Thursday,2012,3,22,,,,,,,,,,,,,,,
3336,2012/3/23,228,2,2,8,Friday,2012,3,23,,,,,,,,,,,,,,,
3337,2012/3/26,226,2,2,6,Monday,2012,3,26,,,,,,,,,,,,,,,
3338,2012/3/27,599,5,9,9,Tuesday,2012,3,27,,,,,,,,,,,,,,,
3339,2012/3/28,124,1,2,4,Wednesday,2012,3,28,,,,,,,,,,,,,,,
3340,2012/3/29,594,5,9,4,Thursday,2012,3,29,,,,,,,,,,,,,,,
3341,2012/3/30,627,6,2,7,Friday,2012,3,30,,,,,,,,,,,,,,,
3342,2012/4/2,860,8,6,0,Monday,2012,4,2,,,,,,,,,,,,,,,
3343,2012/4/3,766,7,6,6,Tuesday,2012,4,3,,,,,,,,,,,,,,,
3344,2012/4/4,575,5,7,5,Wednesday,2012,4,4,,,,,,,,,,,,,,,
3345,2012/4/5,895,8,9,5,Thursday,2012,4,5,,,,,,,,,,,,,,,
3346,2012/4/6,952,9,5,2,Friday,2012,4,6,,,,,,,,,,,,,,,
3347,2012/4/9,790,7,9,0,Monday,2012,4,9,,,,,,,,,,,,,,,
3348,2012/4/10,284,2,8,4,Tuesday,2012,4,10,,,,,,,,,,,,,,,
3349,2012/4/11,175,1,7,5,Wednesday,2012,4,11,,,,,,,,,,,,,,,
3350,2012/4/12,916,9,1,6,Thursday,2012,4,12,,,,,,,,,,,,,,,
3351,2012/4/13,98,0,9,8,Friday,2012,4,13,,,,,,,,,,,,,,,
3352,2012/4/16,789,7,8,9,Monday,2012,4,16,,,,,,,,,,,,,,,
3353,2012/4/17,667,6,6,7,Tuesday,2012,4,17,,,,,,,,,,,,,,,
3354,2012/4/18,105,1,0,5,Wednesday,2012,4,18,,,,,,,,,,,,,,,
3355,2012/4/19,278,2,7,8,Thursday,2012,4,19,,,,,,,,,,,,,,,
3356,2012/4/20,420,4,2,0,Friday,2012,4,20,,,,,,,,,,,,,,,
3357,2012/4/23,451,4,5,1,Monday,2012,4,23,,,,,,,,,,,,,,,
3358,2012/4/24,378,3,7,8,Tuesday,2012,4,24,,,,,,,,,,,,,,,
3359,2012/4/25,994,9,9,4,Wednesday,2012,4,25,,,,,,,,,,,,,,,
3360,2012/4/26,322,3,2,2,Thursday,2012,4,26,,,,,,,,,,,,,,,
3361,2012/4/27,564,5,6,4,Friday,2012,4,27,,,,,,,,,,,,,,,
3362,2012/4/30,448,4,4,8,Monday,2012,4,30,,,,,,,,,,,,,,,
3363,2012/5/1,905,9,0,5,Tuesday,2012,5,1,,,,,,,,,,,,,,,
3364,2012/5/2,138,1,3,8,Wednesday,2012,5,2,,,,,,,,,,,,,,,
3365,2012/5/3,64,0,6,4,Thursday,2012,5,3,,,,,,,,,,,,,,,
3366,2012/5/4,409,4,0,9,Friday,2012,5,4,,,,,,,,,,,,,,,
3367,2012/5/7,701,7,0,1,Monday,2012,5,7,,,,,,,,,,,,,,,
3368,2012/5/8,685,6,8,5,Tuesday,2012,5,8,,,,,,,,,,,,,,,
3369,2012/5/9,214,2,1,4,Wednesday,2012,5,9,,,,,,,,,,,,,,,
3370,2012/5/10,535,5,3,5,Thursday,2012,5,10,,,,,,,,,,,,,,,
3371,2012/5/11,439,4,3,9,Friday,2012,5,11,,,,,,,,,,,,,,,
3372,2012/5/14,301,3,0,1,Monday,2012,5,14,,,,,,,,,,,,,,,
3373,2012/5/15,709,7,0,9,Tuesday,2012,5,15,,,,,,,,,,,,,,,
3374,2012/5/16,286,2,8,6,Wednesday,2012,5,16,,,,,,,,,,,,,,,
3375,2012/5/17,885,8,8,5,Thursday,2012,5,17,,,,,,,,,,,,,,,
3376,2012/5/18,156,1,5,6,Friday,2012,5,18,,,,,,,,,,,,,,,
3377,2012/5/21,828,8,2,8,Monday,2012,5,21,,,,,,,,,,,,,,,
3378,2012/5/22,768,7,6,8,Tuesday,2012,5,22,,,,,,,,,,,,,,,
3379,2012/5/23,73,0,7,3,Wednesday,2012,5,23,,,,,,,,,,,,,,,
3380,2012/5/24,547,5,4,7,Thursday,2012,5,24,,,,,,,,,,,,,,,
3381,2012/5/25,262,2,6,2,Friday,2012,5,25,,,,,,,,,,,,,,,
3382,2012/5/28,320,3,2,0,Monday,2012,5,28,,,,,,,,,,,,,,,
3383,2012/5/29,538,5,3,8,Tuesday,2012,5,29,,,,,,,,,,,,,,,
3384,2012/5/30,38,0,3,8,Wednesday,2012,5,30,,,,,,,,,,,,,,,
3385,2012/5/31,975,9,7,5,Thursday,2012,5,31,,,,,,,,,,,,,,,
3386,2012/6/1,729,7,2,9,Friday,2012,6,1,,,,,,,,,,,,,,,
3387,2012/6/4,221,2,2,1,Monday,2012,6,4,,,,,,,,,,,,,,,
3388,2012/6/5,819,8,1,9,Tuesday,2012,6,5,,,,,,,,,,,,,,,
3389,2012/6/6,917,9,1,7,Wednesday,2012,6,6,,,,,,,,,,,,,,,
3390,2012/6/7,197,1,9,7,Thursday,2012,6,7,,,,,,,,,,,,,,,
3391,2012/6/8,696,6,9,6,Friday,2012,6,8,,,,,,,,,,,,,,,
3392,2012/6/11,600,6,0,0,Monday,2012,6,11,,,,,,,,,,,,,,,
3393,2012/6/12,98,0,9,8,Tuesday,2012,6,12,,,,,,,,,,,,,,,
3394,2012/6/13,194,1,9,4,Wednesday,2012,6,13,,,,,,,,,,,,,,,
3395,2012/6/14,495,4,9,5,Thursday,2012,6,14,,,,,,,,,,,,,,,
3396,2012/6/15,51,0,5,1,Friday,2012,6,15,,,,,,,,,,,,,,,
3397,2012/6/18,826,8,2,6,Monday,2012,6,18,,,,,,,,,,,,,,,
3398,2012/6/19,137,1,3,7,Tuesday,2012,6,19,,,,,,,,,,,,,,,
3399,2012/6/20,486,4,8,6,Wednesday,2012,6,20,,,,,,,,,,,,,,,
3400,2012/6/21,714,7,1,4,Thursday,2012,6,21,,,,,,,,,,,,,,,
3401,2012/6/22,811,8,1,1,Friday,2012,6,22,,,,,,,,,,,,,,,
3402,2012/6/25,523,5,2,3,Monday,2012,6,25,,,,,,,,,,,,,,,
3403,2012/6/26,357,3,5,7,Tuesday,2012,6,26,,,,,,,,,,,,,,,
3404,2012/6/27,884,8,8,4,Wednesday,2012,6,27,,,,,,,,,,,,,,,
3405,2012/6/28,819,8,1,9,Thursday,2012,6,28,,,,,,,,,,,,,,,
3406,2012/6/29,410,4,1,0,Friday,2012,6,29,,,,,,,,,,,,,,,
3407,2012/7/2,835,8,3,5,Monday,2012,7,2,,,,,,,,,,,,,,,
3408,2012/7/3,77,0,7,7,Tuesday,2012,7,3,,,,,,,,,,,,,,,
3409,2012/7/4,851,8,5,1,Wednesday,2012,7,4,,,,,,,,,,,,,,,
3410,2012/7/5,550,5,5,0,Thursday,2012,7,5,,,,,,,,,,,,,,,
3411,2012/7/6,148,1,4,8,Friday,2012,7,6,,,,,,,,,,,,,,,
3412,2012/7/9,92,0,9,2,Monday,2012,7,9,,,,,,,,,,,,,,,
3413,2012/7/10,738,7,3,8,Tuesday,2012,7,10,,,,,,,,,,,,,,,
3414,2012/7/11,34,0,3,4,Wednesday,2012,7,11,,,,,,,,,,,,,,,
3415,2012/7/12,612,6,1,2,Thursday,2012,7,12,,,,,,,,,,,,,,,
3416,2012/7/13,680,6,8,0,Friday,2012,7,13,,,,,,,,,,,,,,,
3417,2012/7/16,47,0,4,7,Monday,2012,7,16,,,,,,,,,,,,,,,
3418,2012/7/17,544,5,4,4,Tuesday,2012,7,17,,,,,,,,,,,,,,,
3419,2012/7/18,825,8,2,5,Wednesday,2012,7,18,,,,,,,,,,,,,,,
3420,2012/7/19,377,3,7,7,Thursday,2012,7,19,,,,,,,,,,,,,,,
3421,2012/7/20,515,5,1,5,Friday,2012,7,20,,,,,,,,,,,,,,,
3422,2012/7/23,615,6,1,5,Monday,2012,7,23,,,,,,,,,,,,,,,
3423,2012/7/24,59,0,5,9,Tuesday,2012,7,24,,,,,,,,,,,,,,,
