id,issue number,date,number,place1,place2,place3,day of week
7330,,,,,,,
7331,,,,,,,
7332,,,,,,,
7333,,,,,,,
7334,,,,,,,
7335,,,,,,,
7336,,,,,,,
7337,,,,,,,
7338,,,,,,,
7339,,,,,,,
7340,,,,,,,
7341,,,,,,,
7342,,,,,,,
7343,,,,,,,
7344,,,,,,,
7345,,,,,,,
7346,,,,,,,
7347,,,,,,,
7348,,,,,,,
7349,,,,,,,
7350,,,,,,,
7351,,,,,,,
7352,,,,,,,
7353,,,,,,,
7354,,,,,,,
7355,,,,,,,
7356,,,,,,,
7357,,,,,,,
7358,,,,,,,
7359,,,,,,,
7360,,,,,,,
7361,,,,,,,
7362,,,,,,,
7363,,,,,,,
7364,,,,,,,
7365,,,,,,,
7366,,,,,,,
7367,,,,,,,
7368,,,,,,,
7369,,,,,,,
7370,,,,,,,
7371,,,,,,,
7372,,,,,,,
7373,,,,,,,
7374,,,,,,,
7375,,,,,,,
7376,,,,,,,
7377,,,,,,,
7378,,,,,,,
7379,,,,,,,
7380,,,,,,,
7381,,,,,,,
7382,,,,,,,
7383,,,,,,,
7384,,,,,,,
7385,,,,,,,
7386,,,,,,,
7387,,,,,,,
7388,,,,,,,
7389,,,,,,,
7390,,,,,,,
7391,,,,,,,
7392,,,,,,,
7393,,,,,,,
7394,,,,,,,
7395,,,,,,,
7396,,,,,,,
7397,,,,,,,
7398,,,,,,,
7399,,,,,,,
7400,,,,,,,
7401,,,,,,,
7402,,,,,,,
7403,,,,,,,
7404,,,,,,,
7405,,,,,,,
7406,,,,,,,
7407,,,,,,,
7408,,,,,,,
7409,,,,,,,
7410,,,,,,,
7411,,,,,,,
7412,,,,,,,
7413,,,,,,,
7414,,,,,,,
7415,,,,,,,
7416,,,,,,,
7417,,,,,,,
7418,,,,,,,
7419,,,,,,,
7420,,,,,,,
7421,,,,,,,
7422,,,,,,,
7423,,,,,,,
7424,,,,,,,
7425,,,,,,,
7426,,,,,,,
7427,,,,,,,
7428,,,,,,,
7429,,,,,,,
7430,,,,,,,
7431,,,,,,,
7432,,,,,,,
7433,,,,,,,
7434,,,,,,,
7435,,,,,,,
7436,,,,,,,
7437,,,,,,,
7438,,,,,,,
7439,,,,,,,
7440,,,,,,,
7441,,,,,,,
7442,,,,,,,
7443,,,,,,,
7444,,,,,,,
7445,,,,,,,
7446,,,,,,,
7447,,,,,,,
7448,,,,,,,
7449,,,,,,,
7450,,,,,,,
7451,,,,,,,
7452,,,,,,,
7453,,,,,,,
7454,,,,,,,
7455,,,,,,,
7456,,,,,,,
7457,,,,,,,
7458,,,,,,,
7459,,,,,,,
7460,,,,,,,
7461,,,,,,,
7462,,,,,,,
7463,,,,,,,
7464,,,,,,,
7465,,,,,,,
7466,,,,,,,
7467,,,,,,,
7468,,,,,,,
7469,,,,,,,
7470,,,,,,,
7471,,,,,,,
7472,,,,,,,
7473,,,,,,,
7474,,,,,,,
7475,,,,,,,
7476,,,,,,,
7477,,,,,,,
7478,,,,,,,
7479,,,,,,,
7480,,,,,,,
7481,,,,,,,
7482,,,,,,,
7483,,,,,,,
7484,,,,,,,
7485,,,,,,,
7486,,,,,,,
7487,,,,,,,
7488,,,,,,,
7489,,,,,,,
7490,,,,,,,
7491,,,,,,,
7492,,,,,,,
7493,,,,,,,
7494,,,,,,,
7495,,,,,,,
7496,,,,,,,
7497,,,,,,,
7498,,,,,,,
7499,,,,,,,
7500,,,,,,,
7501,,,,,,,
7502,,,,,,,
7503,,,,,,,
7504,,,,,,,
7505,,,,,,,
7506,,,,,,,
7507,,,,,,,
7508,,,,,,,
7509,,,,,,,
7510,,,,,,,
7511,,,,,,,
7512,,,,,,,
7513,,,,,,,
7514,,,,,,,
7515,,,,,,,
7516,,,,,,,
7517,,,,,,,
7518,,,,,,,
7519,,,,,,,
7520,,,,,,,
7521,,,,,,,
7522,,,,,,,
7523,,,,,,,
7524,,,,,,,
7525,,,,,,,
7526,,,,,,,
7527,,,,,,,
7528,,,,,,,
7529,,,,,,,
7530,,,,,,,
7531,,,,,,,
7532,,,,,,,
7533,,,,,,,
7534,,,,,,,
7535,,,,,,,
7536,,,,,,,
7537,,,,,,,
7538,,,,,,,
7539,,,,,,,
7540,,,,,,,
7541,,,,,,,
7542,,,,,,,
7543,,,,,,,
7544,,,,,,,
7545,,,,,,,
7546,,,,,,,
7547,,,,,,,
7548,,,,,,,
7549,,,,,,,
7550,,,,,,,
7551,,,,,,,
7552,,,,,,,
7553,,,,,,,
7554,,,,,,,
7555,,,,,,,
7556,,,,,,,
7557,,,,,,,
7558,,,,,,,
7559,,,,,,,
7560,,,,,,,
7561,,,,,,,
7562,,,,,,,
7563,,,,,,,
7564,,,,,,,
7565,,,,,,,
7566,,,,,,,
7567,,,,,,,
7568,,,,,,,
7569,,,,,,,
7570,,,,,,,
7571,,,,,,,
7572,,,,,,,
7573,,,,,,,
7574,,,,,,,
7575,,,,,,,
7576,,,,,,,
7577,,,,,,,
7578,,,,,,,
7579,,,,,,,
7580,,,,,,,
7581,,,,,,,
7582,,,,,,,
7583,,,,,,,
7584,,,,,,,
7585,,,,,,,
7586,,,,,,,
7587,,,,,,,
7588,,,,,,,
7589,,,,,,,
7590,,,,,,,
7591,,,,,,,
7592,,,,,,,
7593,,,,,,,
7594,,,,,,,
7595,,,,,,,
7596,,,,,,,
7597,,,,,,,
7598,,,,,,,
7599,,,,,,,
7600,,,,,,,
7601,,,,,,,
7602,,,,,,,
7603,,,,,,,
7604,,,,,,,
7605,,,,,,,
7606,,,,,,,
7607,,,,,,,
7608,,,,,,,
7609,,,,,,,
7610,,,,,,,
7611,,,,,,,
7612,,,,,,,
7613,,,,,,,
7614,,,,,,,
7615,,,,,,,
7616,,,,,,,
7617,,,,,,,
7618,,,,,,,
7619,,,,,,,
7620,,,,,,,
7621,,,,,,,
7622,,,,,,,
7623,,,,,,,
7624,,,,,,,
7625,,,,,,,
7626,,,,,,,
7627,,,,,,,
7628,,,,,,,
7629,,,,,,,
7630,,,,,,,
7631,,,,,,,
7632,,,,,,,
7633,,,,,,,
7634,,,,,,,
7635,,,,,,,
7636,,,,,,,
7637,,,,,,,
7638,,,,,,,
7639,,,,,,,
7640,,,,,,,
7641,,,,,,,
7642,,,,,,,
7643,,,,,,,
7644,,,,,,,
7645,,,,,,,
7646,,,,,,,
7647,,,,,,,
7648,,,,,,,
7649,,,,,,,
7650,,,,,,,
7651,,,,,,,
7652,,,,,,,
7653,,,,,,,
7654,,,,,,,
7655,,,,,,,
7656,,,,,,,
7657,,,,,,,
7658,,,,,,,
7659,,,,,,,
7660,,,,,,,
7661,,,,,,,
7662,,,,,,,
7663,,,,,,,
7664,,,,,,,
7665,,,,,,,
7666,,,,,,,
7667,,,,,,,
7668,,,,,,,
7669,,,,,,,
7670,,,,,,,
7671,,,,,,,
7672,,,,,,,
7673,,,,,,,
7674,,,,,,,
7675,,,,,,,
7676,,,,,,,
7677,,,,,,,
7678,,,,,,,
7679,,,,,,,
7680,,,,,,,
7681,,,,,,,
7682,,,,,,,
7683,,,,,,,
7684,,,,,,,
7685,,,,,,,
7686,,,,,,,
7687,,,,,,,
7688,,,,,,,
7689,,,,,,,
7690,,,,,,,
7691,,,,,,,
7692,,,,,,,
7693,,,,,,,
7694,,,,,,,
7695,,,,,,,
7696,,,,,,,
7697,,,,,,,
7698,,,,,,,
7699,,,,,,,
7700,,,,,,,
7701,,,,,,,
7702,,,,,,,
7703,,,,,,,
7704,,,,,,,
7705,,,,,,,
7706,,,,,,,
7707,,,,,,,
7708,,,,,,,
7709,,,,,,,
7710,,,,,,,
7711,,,,,,,
7712,,,,,,,
7713,,,,,,,
7714,,,,,,,
7715,,,,,,,
7716,,,,,,,
7717,,,,,,,
7718,,,,,,,
7719,,,,,,,
7720,,,,,,,
7721,,,,,,,
7722,,,,,,,
7723,,,,,,,
7724,,,,,,,
7725,,,,,,,
7726,,,,,,,
7727,,,,,,,
7728,,,,,,,
7729,,,,,,,
7730,,,,,,,
7731,,,,,,,
7732,,,,,,,
7733,,,,,,,
7734,,,,,,,
7735,,,,,,,
7736,,,,,,,
7737,,,,,,,
7738,,,,,,,
7739,,,,,,,
7740,,,,,,,
7741,,,,,,,
7742,,,,,,,
7743,,,,,,,
7744,,,,,,,
7745,,,,,,,
7746,,,,,,,
7747,,,,,,,
7748,,,,,,,
7749,,,,,,,
7750,,,,,,,
7751,,,,,,,
7752,,,,,,,
7753,,,,,,,
7754,,,,,,,
7755,,,,,,,
7756,,,,,,,
7757,,,,,,,
7758,,,,,,,
7759,,,,,,,
7760,,,,,,,
7761,,,,,,,
7762,,,,,,,
7763,,,,,,,
7764,,,,,,,
7765,,,,,,,
7766,,,,,,,
7767,,,,,,,
7768,,,,,,,
7769,,,,,,,
7770,,,,,,,
7771,,,,,,,
7772,,,,,,,
7773,,,,,,,
7774,,,,,,,
7775,,,,,,,
7776,,,,,,,
7777,,,,,,,
7778,,,,,,,
7779,,,,,,,
7780,,,,,,,
7781,,,,,,,
7782,,,,,,,
7783,,,,,,,
7784,,,,,,,
7785,,,,,,,
7786,,,,,,,
7787,,,,,,,
7788,,,,,,,
7789,,,,,,,
7790,,,,,,,
7791,,,,,,,
7792,,,,,,,
7793,,,,,,,
7794,,,,,,,
7795,,,,,,,
7796,,,,,,,
7797,,,,,,,
7798,,,,,,,
7799,,,,,,,
7800,,,,,,,
7801,,,,,,,
7802,,,,,,,
7803,,,,,,,
7804,,,,,,,
7805,,,,,,,
7806,,,,,,,
7807,,,,,,,
7808,,,,,,,
7809,,,,,,,
7810,,,,,,,
7811,,,,,,,
7812,,,,,,,
7813,,,,,,,
7814,,,,,,,
7815,,,,,,,
7816,,,,,,,
7817,,,,,,,
7818,,,,,,,
7819,,,,,,,
7820,,,,,,,
7821,,,,,,,
7822,,,,,,,
7823,,,,,,,
7824,,,,,,,
7825,,,,,,,
7826,,,,,,,
7827,,,,,,,
7828,,,,,,,
7829,,,,,,,
7830,,,,,,,
7831,,,,,,,
7832,,,,,,,
7833,,,,,,,
7834,,,,,,,
7835,,,,,,,
7836,,,,,,,
7837,,,,,,,
7838,,,,,,,
7839,,,,,,,
7840,,,,,,,
7841,,,,,,,
7842,,,,,,,
7843,,,,,,,
7844,,,,,,,
7845,,,,,,,
7846,,,,,,,
7847,,,,,,,
7848,,,,,,,
7849,,,,,,,
7850,,,,,,,
7851,,,,,,,
7852,,,,,,,
7853,,,,,,,
7854,,,,,,,
7855,,,,,,,
7856,,,,,,,
7857,,,,,,,
7858,,,,,,,
7859,,,,,,,
7860,,,,,,,
7861,,,,,,,
7862,,,,,,,
7863,,,,,,,
7864,,,,,,,
7865,,,,,,,
7866,,,,,,,
7867,,,,,,,
7868,,,,,,,
7869,,,,,,,
7870,,,,,,,
7871,,,,,,,
7872,,,,,,,
7873,,,,,,,
7874,,,,,,,
7875,,,,,,,
7876,,,,,,,
7877,,,,,,,
7878,,,,,,,
7879,,,,,,,
7880,,,,,,,
7881,,,,,,,
7882,,,,,,,
7883,,,,,,,
7884,,,,,,,
7885,,,,,,,
7886,,,,,,,
7887,,,,,,,
7888,,,,,,,
7889,,,,,,,
7890,,,,,,,
7891,,,,,,,
7892,,,,,,,
7893,,,,,,,
7894,,,,,,,
7895,,,,,,,
7896,,,,,,,
7897,,,,,,,
7898,,,,,,,
7899,,,,,,,
7900,,,,,,,
7901,,,,,,,
7902,,,,,,,
7903,,,,,,,
7904,,,,,,,
7905,,,,,,,
7906,,,,,,,
7907,,,,,,,
7908,,,,,,,
7909,,,,,,,
7910,,,,,,,
7911,,,,,,,
7912,,,,,,,
7913,,,,,,,
7914,,,,,,,
7915,,,,,,,
7916,,,,,,,
7917,,,,,,,
7918,,,,,,,
7919,,,,,,,
7920,,,,,,,
7921,,,,,,,
7922,,,,,,,
7923,,,,,,,
7924,,,,,,,
7925,,,,,,,
7926,,,,,,,
7927,,,,,,,
7928,,,,,,,
7929,,,,,,,
7930,,,,,,,
7931,,,,,,,
7932,,,,,,,
7933,,,,,,,
7934,,,,,,,
7935,,,,,,,
7936,,,,,,,
7937,,,,,,,
7938,,,,,,,
7939,,,,,,,
7940,,,,,,,
7941,,,,,,,
7942,,,,,,,
7943,,,,,,,
7944,,,,,,,
7945,,,,,,,
7946,,,,,,,
7947,,,,,,,
7948,,,,,,,
7949,,,,,,,
7950,,,,,,,
7951,,,,,,,
7952,,,,,,,
7953,,,,,,,
7954,,,,,,,
7955,,,,,,,
7956,,,,,,,
7957,,,,,,,
7958,,,,,,,
7959,,,,,,,
7960,,,,,,,
7961,,,,,,,
7962,,,,,,,
7963,,,,,,,
7964,,,,,,,
7965,,,,,,,
7966,,,,,,,
7967,,,,,,,
7968,,,,,,,
7969,,,,,,,
7970,,,,,,,
7971,,,,,,,
7972,,,,,,,
7973,,,,,,,
7974,,,,,,,
7975,,,,,,,
7976,,,,,,,
7977,,,,,,,
7978,,,,,,,
7979,,,,,,,
7980,,,,,,,
7981,,,,,,,
7982,,,,,,,
7983,,,,,,,
7984,,,,,,,
7985,,,,,,,
7986,,,,,,,
7987,,,,,,,
7988,,,,,,,
7989,,,,,,,
7990,,,,,,,
7991,,,,,,,
7992,,,,,,,
7993,,,,,,,
7994,,,,,,,
7995,,,,,,,
7996,,,,,,,
7997,,,,,,,
7998,,,,,,,
7999,,,,,,,
8000,,,,,,,
8001,,,,,,,
8002,,,,,,,
8003,,,,,,,
8004,,,,,,,
8005,,,,,,,
8006,,,,,,,
8007,,,,,,,
8008,,,,,,,
8009,,,,,,,
8010,,,,,,,
8011,,,,,,,
8012,,,,,,,
8013,,,,,,,
8014,,,,,,,
8015,,,,,,,
8016,,,,,,,
8017,,,,,,,
8018,,,,,,,
8019,,,,,,,
8020,,,,,,,
8021,,,,,,,
8022,,,,,,,
8023,,,,,,,
8024,,,,,,,
8025,,,,,,,
8026,,,,,,,
8027,,,,,,,
8028,,,,,,,
8029,,,,,,,
8030,,,,,,,
8031,,,,,,,
8032,,,,,,,
8033,,,,,,,
8034,,,,,,,
8035,,,,,,,
8036,,,,,,,
8037,,,,,,,
8038,,,,,,,
8039,,,,,,,
8040,,,,,,,
8041,,,,,,,
8042,,,,,,,
8043,,,,,,,
8044,,,,,,,
8045,,,,,,,
8046,,,,,,,
8047,,,,,,,
8048,,,,,,,
8049,,,,,,,
8050,,,,,,,
8051,,,,,,,
8052,,,,,,,
8053,,,,,,,
8054,,,,,,,
8055,,,,,,,
8056,,,,,,,
8057,,,,,,,
8058,,,,,,,
8059,,,,,,,
8060,,,,,,,
8061,,,,,,,
8062,,,,,,,
8063,,,,,,,
8064,,,,,,,
8065,,,,,,,
8066,,,,,,,
8067,,,,,,,
8068,,,,,,,
8069,,,,,,,
8070,,,,,,,
8071,,,,,,,
8072,,,,,,,
8073,,,,,,,
8074,,,,,,,
8075,,,,,,,
8076,,,,,,,
8077,,,,,,,
8078,,,,,,,
8079,,,,,,,
8080,,,,,,,
8081,,,,,,,
8082,,,,,,,
8083,,,,,,,
8084,,,,,,,
8085,,,,,,,
8086,,,,,,,
8087,,,,,,,
8088,,,,,,,
8089,,,,,,,
8090,,,,,,,
8091,,,,,,,
8092,,,,,,,
8093,,,,,,,
8094,,,,,,,
8095,,,,,,,
8096,,,,,,,
8097,,,,,,,
8098,,,,,,,
8099,,,,,,,
8100,,,,,,,
8101,,,,,,,
8102,,,,,,,
8103,,,,,,,
8104,,,,,,,
8105,,,,,,,
8106,,,,,,,
8107,,,,,,,
8108,,,,,,,
8109,,,,,,,
8110,,,,,,,
8111,,,,,,,
8112,,,,,,,
8113,,,,,,,
8114,,,,,,,
8115,,,,,,,
8116,,,,,,,
8117,,,,,,,
8118,,,,,,,
8119,,,,,,,
8120,,,,,,,
8121,,,,,,,
8122,,,,,,,
8123,,,,,,,
8124,,,,,,,
8125,,,,,,,
8126,,,,,,,
8127,,,,,,,
8128,,,,,,,
8129,,,,,,,
8130,,,,,,,
8131,,,,,,,
8132,,,,,,,
8133,,,,,,,
8134,,,,,,,
8135,,,,,,,
8136,,,,,,,
8137,,,,,,,
8138,,,,,,,
8139,,,,,,,
8140,,,,,,,
8141,,,,,,,
8142,,,,,,,
8143,,,,,,,
8144,,,,,,,
8145,,,,,,,
8146,,,,,,,
8147,,,,,,,
8148,,,,,,,
8149,,,,,,,
8150,,,,,,,
8151,,,,,,,
8152,,,,,,,
8153,,,,,,,
8154,,,,,,,
8155,,,,,,,
8156,,,,,,,
8157,,,,,,,
8158,,,,,,,
8159,,,,,,,
8160,,,,,,,
8161,,,,,,,
8162,,,,,,,
8163,,,,,,,
8164,,,,,,,
8165,,,,,,,
8166,,,,,,,
8167,,,,,,,
8168,,,,,,,
8169,,,,,,,
8170,,,,,,,
8171,,,,,,,
8172,,,,,,,
8173,,,,,,,
8174,,,,,,,
8175,,,,,,,
8176,,,,,,,
8177,,,,,,,
8178,,,,,,,
8179,,,,,,,
8180,,,,,,,
8181,,,,,,,
8182,,,,,,,
8183,,,,,,,
8184,,,,,,,
8185,,,,,,,
8186,,,,,,,
8187,,,,,,,
8188,,,,,,,
8189,,,,,,,
8190,,,,,,,
8191,,,,,,,
8192,,,,,,,
8193,,,,,,,
8194,,,,,,,
8195,,,,,,,
8196,,,,,,,
8197,,,,,,,
8198,,,,,,,
8199,,,,,,,
8200,,,,,,,
8201,,,,,,,
8202,,,,,,,
8203,,,,,,,
8204,,,,,,,
8205,,,,,,,
8206,,,,,,,
8207,,,,,,,
8208,,,,,,,
8209,,,,,,,
8210,,,,,,,
8211,,,,,,,
8212,,,,,,,
8213,,,,,,,
8214,,,,,,,
8215,,,,,,,
8216,,,,,,,
8217,,,,,,,
8218,,,,,,,
8219,,,,,,,
8220,,,,,,,
8221,,,,,,,
8222,,,,,,,
8223,,,,,,,
8224,,,,,,,
8225,,,,,,,
8226,,,,,,,
8227,,,,,,,
8228,,,,,,,
8229,,,,,,,
8230,,,,,,,
8231,,,,,,,
8232,,,,,,,
8233,,,,,,,
8234,,,,,,,
8235,,,,,,,
8236,,,,,,,
8237,,,,,,,
8238,,,,,,,
8239,,,,,,,
8240,,,,,,,
8241,,,,,,,
8242,,,,,,,
8243,,,,,,,
8244,,,,,,,
8245,,,,,,,
8246,,,,,,,
8247,,,,,,,
8248,,,,,,,
8249,,,,,,,
8250,,,,,,,
8251,,,,,,,
8252,,,,,,,
8253,,,,,,,
8254,,,,,,,
8255,,,,,,,
8256,,,,,,,
8257,,,,,,,
8258,,,,,,,
8259,,,,,,,
8260,,,,,,,
8261,,,,,,,
8262,,,,,,,
8263,,,,,,,
8264,,,,,,,
8265,,,,,,,
8266,,,,,,,
8267,,,,,,,
8268,,,,,,,
8269,,,,,,,
8270,,,,,,,
8271,,,,,,,
8272,,,,,,,
8273,,,,,,,
8274,,,,,,,
8275,,,,,,,
8276,,,,,,,
8277,,,,,,,
8278,,,,,,,
8279,,,,,,,
8280,,,,,,,
8281,,,,,,,
8282,,,,,,,
8283,,,,,,,
8284,,,,,,,
8285,,,,,,,
8286,,,,,,,
8287,,,,,,,
8288,,,,,,,
8289,,,,,,,
8290,,,,,,,
8291,,,,,,,
8292,,,,,,,
8293,,,,,,,
8294,,,,,,,
8295,,,,,,,
8296,,,,,,,
8297,,,,,,,
8298,,,,,,,
8299,,,,,,,
8300,,,,,,,
8301,,,,,,,
8302,,,,,,,
8303,,,,,,,
8304,,,,,,,
8305,,,,,,,
8306,,,,,,,
8307,,,,,,,
8308,,,,,,,
8309,,,,,,,
8310,,,,,,,
8311,,,,,,,
8312,,,,,,,
8313,,,,,,,
8314,,,,,,,
8315,,,,,,,
8316,,,,,,,
8317,,,,,,,
8318,,,,,,,
8319,,,,,,,
8320,,,,,,,
8321,,,,,,,
8322,,,,,,,
8323,,,,,,,
8324,,,,,,,
8325,,,,,,,
8326,,,,,,,
8327,,,,,,,
8328,,,,,,,
8329,,,,,,,
8330,,,,,,,
8331,,,,,,,
8332,,,,,,,
8333,,,,,,,
8334,,,,,,,
8335,,,,,,,
8336,,,,,,,
8337,,,,,,,
8338,,,,,,,
8339,,,,,,,
8340,,,,,,,
8341,,,,,,,
8342,,,,,,,
8343,,,,,,,
8344,,,,,,,
8345,,,,,,,
8346,,,,,,,
8347,,,,,,,
8348,,,,,,,
8349,,,,,,,
8350,,,,,,,
8351,,,,,,,
8352,,,,,,,
8353,,,,,,,
8354,,,,,,,
8355,,,,,,,
8356,,,,,,,
8357,,,,,,,
8358,,,,,,,
8359,,,,,,,
8360,,,,,,,
8361,,,,,,,
8362,,,,,,,
8363,,,,,,,
8364,,,,,,,
8365,,,,,,,
8366,,,,,,,
8367,,,,,,,
8368,,,,,,,
8369,,,,,,,
8370,,,,,,,
8371,,,,,,,
8372,,,,,,,
8373,,,,,,,
8374,,,,,,,
8375,,,,,,,
8376,,,,,,,
8377,,,,,,,
8378,,,,,,,
8379,,,,,,,
8380,,,,,,,
8381,,,,,,,
8382,,,,,,,
8383,,,,,,,
8384,,,,,,,
8385,,,,,,,
8386,,,,,,,
8387,,,,,,,
8388,,,,,,,
8389,,,,,,,
8390,,,,,,,
8391,,,,,,,
8392,,,,,,,
8393,,,,,,,
8394,,,,,,,
8395,,,,,,,
8396,,,,,,,
8397,,,,,,,
8398,,,,,,,
8399,,,,,,,
8400,,,,,,,
8401,,,,,,,
8402,,,,,,,
8403,,,,,,,
8404,,,,,,,
8405,,,,,,,
8406,,,,,,,
8407,,,,,,,
8408,,,,,,,
8409,,,,,,,
8410,,,,,,,
8411,,,,,,,
8412,,,,,,,
8413,,,,,,,
8414,,,,,,,
8415,,,,,,,
8416,,,,,,,
8417,,,,,,,
8418,,,,,,,
8419,,,,,,,
8420,,,,,,,
8421,,,,,,,
8422,,,,,,,
8423,,,,,,,
8424,,,,,,,
8425,,,,,,,
8426,,,,,,,
8427,,,,,,,
8428,,,,,,,
8429,,,,,,,
8430,,,,,,,
8431,,,,,,,
8432,,,,,,,
8433,,,,,,,
8434,,,,,,,
8435,,,,,,,
8436,,,,,,,
8437,,,,,,,
8438,,,,,,,
8439,,,,,,,
8440,,,,,,,
8441,,,,,,,
8442,,,,,,,
8443,,,,,,,
8444,,,,,,,
8445,,,,,,,
8446,,,,,,,
8447,,,,,,,
8448,,,,,,,
8449,,,,,,,
8450,,,,,,,
8451,,,,,,,
8452,,,,,,,
8453,,,,,,,
8454,,,,,,,
8455,,,,,,,
8456,,,,,,,
8457,,,,,,,
8458,,,,,,,
8459,,,,,,,
8460,,,,,,,
8461,,,,,,,
8462,,,,,,,
8463,,,,,,,
8464,,,,,,,
8465,,,,,,,
8466,,,,,,,
8467,,,,,,,
8468,,,,,,,
8469,,,,,,,
8470,,,,,,,
8471,,,,,,,
8472,,,,,,,
8473,,,,,,,
8474,,,,,,,
8475,,,,,,,
8476,,,,,,,
8477,,,,,,,
8478,,,,,,,
8479,,,,,,,
8480,,,,,,,
8481,,,,,,,
8482,,,,,,,
8483,,,,,,,
8484,,,,,,,
8485,,,,,,,
8486,,,,,,,
8487,,,,,,,
8488,,,,,,,
8489,,,,,,,
8490,,,,,,,
8491,,,,,,,
8492,,,,,,,
8493,,,,,,,
8494,,,,,,,
8495,,,,,,,
8496,,,,,,,
8497,,,,,,,
8498,,,,,,,
8499,,,,,,,
8500,,,,,,,
8501,,,,,,,
8502,,,,,,,
8503,,,,,,,
8504,,,,,,,
8505,,,,,,,
8506,,,,,,,
8507,,,,,,,
8508,,,,,,,
8509,,,,,,,
8510,,,,,,,
8511,,,,,,,
8512,,,,,,,
8513,,,,,,,
8514,,,,,,,
8515,,,,,,,
8516,,,,,,,
8517,,,,,,,
8518,,,,,,,
8519,,,,,,,
8520,,,,,,,
8521,,,,,,,
8522,,,,,,,
8523,,,,,,,
8524,,,,,,,
8525,,,,,,,
8526,,,,,,,
8527,,,,,,,
8528,,,,,,,
8529,,,,,,,
8530,,,,,,,
8531,,,,,,,
8532,,,,,,,
8533,,,,,,,
8534,,,,,,,
8535,,,,,,,
8536,,,,,,,
8537,,,,,,,
8538,,,,,,,
8539,,,,,,,
8540,,,,,,,
8541,,,,,,,
8542,,,,,,,
8543,,,,,,,
8544,,,,,,,
8545,,,,,,,
8546,,,,,,,
8547,,,,,,,
8548,,,,,,,
8549,,,,,,,
8550,,,,,,,
8551,,,,,,,
8552,,,,,,,
8553,,,,,,,
8554,,,,,,,
8555,,,,,,,
8556,,,,,,,
8557,,,,,,,
8558,,,,,,,
8559,,,,,,,
8560,,,,,,,
8561,,,,,,,
8562,,,,,,,
8563,,,,,,,
8564,,,,,,,
8565,,,,,,,
8566,,,,,,,
8567,,,,,,,
8568,,,,,,,
8569,,,,,,,
8570,,,,,,,
8571,,,,,,,
8572,,,,,,,
8573,,,,,,,
8574,,,,,,,
8575,,,,,,,
8576,,,,,,,
8577,,,,,,,
8578,,,,,,,
8579,,,,,,,
8580,,,,,,,
8581,,,,,,,
8582,,,,,,,
8583,,,,,,,
8584,,,,,,,
8585,,,,,,,
8586,,,,,,,
8587,,,,,,,
8588,,,,,,,
8589,,,,,,,
8590,,,,,,,
8591,,,,,,,
8592,,,,,,,
8593,,,,,,,
8594,,,,,,,
8595,,,,,,,
8596,,,,,,,
8597,,,,,,,
8598,,,,,,,
8599,,,,,,,
8600,,,,,,,
8601,,,,,,,
8602,,,,,,,
8603,,,,,,,
8604,,,,,,,
8605,,,,,,,
8606,,,,,,,
8607,,,,,,,
8608,,,,,,,
8609,,,,,,,
8610,,,,,,,
8611,,,,,,,
8612,,,,,,,
8613,,,,,,,
8614,,,,,,,
8615,,,,,,,
8616,,,,,,,
8617,,,,,,,
8618,,,,,,,
8619,,,,,,,
8620,,,,,,,
8621,,,,,,,
8622,,,,,,,
8623,,,,,,,
8624,,,,,,,
8625,,,,,,,
8626,,,,,,,
8627,,,,,,,
8628,,,,,,,
8629,,,,,,,
8630,,,,,,,
8631,,,,,,,
8632,,,,,,,
8633,,,,,,,
8634,,,,,,,
8635,,,,,,,
8636,,,,,,,
8637,,,,,,,
8638,,,,,,,
8639,,,,,,,
8640,,,,,,,
8641,,,,,,,
8642,,,,,,,
8643,,,,,,,
8644,,,,,,,
8645,,,,,,,
8646,,,,,,,
8647,,,,,,,
8648,,,,,,,
8649,,,,,,,
8650,,,,,,,
8651,,,,,,,
8652,,,,,,,
8653,,,,,,,
8654,,,,,,,
8655,,,,,,,
8656,,,,,,,
8657,,,,,,,
8658,,,,,,,
8659,,,,,,,
8660,,,,,,,
8661,,,,,,,
8662,,,,,,,
8663,,,,,,,
8664,,,,,,,
8665,,,,,,,
8666,,,,,,,
8667,,,,,,,
8668,,,,,,,
8669,,,,,,,
8670,,,,,,,
8671,,,,,,,
8672,,,,,,,
8673,,,,,,,
8674,,,,,,,
8675,,,,,,,
8676,,,,,,,
8677,,,,,,,
8678,,,,,,,
8679,,,,,,,
8680,,,,,,,
8681,,,,,,,
8682,,,,,,,
8683,,,,,,,
8684,,,,,,,
8685,,,,,,,
8686,,,,,,,
8687,,,,,,,
8688,,,,,,,
8689,,,,,,,
8690,,,,,,,
8691,,,,,,,
8692,,,,,,,
8693,,,,,,,
8694,,,,,,,
8695,,,,,,,
8696,,,,,,,
8697,,,,,,,
8698,,,,,,,
8699,,,,,,,
8700,,,,,,,
8701,,,,,,,
8702,,,,,,,
8703,,,,,,,
8704,,,,,,,
8705,,,,,,,
8706,,,,,,,
8707,,,,,,,
8708,,,,,,,
8709,,,,,,,
8710,,,,,,,
8711,,,,,,,
8712,,,,,,,
8713,,,,,,,
8714,,,,,,,
8715,,,,,,,
8716,,,,,,,
8717,,,,,,,
8718,,,,,,,
8719,,,,,,,
8720,,,,,,,
8721,,,,,,,
8722,,,,,,,
8723,,,,,,,
8724,,,,,,,
8725,,,,,,,
8726,,,,,,,
